Description,Language,dependecies_found
Function-oriented Make-like declarative workflows for R,R,"[""DT"", ""R.utils"", ""R6"", ""autometric"", ""base64url"", ""bslib"", ""callr"", ""cli"", ""clustermq"", ""codetools"", ""crew"", ""curl"", ""data.table"", ""dplyr"", ""fst"", ""future"", ""future.batchtools"", ""future.callr"", ""gargle"", ""googleCloudStorageR"", ""gt"", ""igraph"", ""keras"", ""knitr"", ""markdown"", ""nanonext"", ""parallelly"", ""paws.common"", ""paws.storage"", ""pkgload"", ""prettyunits"", ""processx"", ""ps"", ""qs2"", ""reprex"", ""rlang"", ""rmarkdown"", ""rstudioapi"", ""secretbase"", ""shiny"", ""shinyWidgets"", ""shinybusy"", ""stats"", ""tarchetypes"", ""testthat"", ""tibble"", ""tidyselect"", ""tools"", ""torch"", ""usethis"", ""utils"", ""vctrs"", ""visNetwork"", ""yaml""]"
Automatic eukaryotic taxonomic classification,Python,"[""biopython"", ""chardet"", ""ipykernel"", ""joblib"", ""matplotlib"", ""multiprocess"", ""nbsphinx"", ""numpy"", ""pandas"", ""pytest-cov"", ""pytest-xdist"", ""python-coveralls"", ""pyyaml"", ""seaborn"", ""sphinxcontrib-bibtex"", ""ujson""]"
,,
Pipeline components for real-time phylodynamic analysis,Python,[]
R interface to the Data Retriever,R,"[""DBI"", ""RPostgreSQL"", ""RSQLite"", ""dbplyr"", ""devtools"", ""ggplot2"", ""knitr"", ""raster"", ""reticulate"", ""rmarkdown"", ""semver"", ""testthat""]"
Direct and robust methods for outlier detection in linear regression,Julia,[]
"The first open-source AI-driven tool for automatically generating system-level test cases (also known as fuzzing) for web/enterprise applications. Currently targeting whitebox and blackbox testing of Web APIs, like REST, GraphQL and RPC (e.g., gRPC and Thrift).",Kotlin,[]
"A Dynamic Graphical User Interface package, which gives users a method to construct temporary, permanent and/or a set of GUI:s for users in a simple and fast manner combined with diagnostics tools (with advance 1D and 2D plotting methods).",Python,[]
A 2-layer quasi-geostrophic atmospheric model in Python. Can be coupled to a simple land or shallow-water ocean component.,Jupyter Notebook,[]
:dragon: Compute and work with indices of effect size and standardized parameters,R,"[""BayesFactor"", ""afex"", ""bayestestR"", ""boot"", ""brms"", ""car"", ""correlation"", ""datawizard"", ""emmeans"", ""gt"", ""insight"", ""knitr"", ""lavaan"", ""lme4"", ""lmerTest"", ""mgcv"", ""parameters"", ""parsnip"", ""performance"", ""pwr"", ""rmarkdown"", ""rms"", ""rstanarm"", ""rstantools"", ""see"", ""stats"", ""testthat"", ""utils""]"
 Project to develop software to assess developing detector screen damage (Web App based on the original DetectorChecker package),HTML,[]
SymbiotaR2: an R package for accessing and downloading from Symbiota2 portals,R,"[""curl"", ""fs"", ""httr"", ""knitr"", ""rjson"", ""testthat"", ""vcr""]"
Classification of Cases into Deterministic Categories,TeX,[]
Algorithms for performing angular differential imaging (ADI),Julia,[]
The Python Spectroscopic Data Reduction Pipeline,Python,"[""IPython"", ""PyERFA"", ""PyYAML"", ""astropy"", ""bottleneck"", ""configobj"", ""coverage"", ""docutils"", ""fast-histogram"", ""ginga"", ""linetools"", ""matplotlib"", ""numpy"", ""packaging"", ""psutil"", ""pygit2"", ""pygithub"", ""pyqt6"", ""pytest"", ""pytest-astropy"", ""pytest-cov"", ""pytest-qt"", ""qtpy"", ""scikit-image"", ""scikit-learn"", ""scipy"", ""setuptools"", ""specutils"", ""sphinx"", ""sphinx-automodapi"", ""sphinx-design"", ""sphinx_rtd_theme"", ""tox""]"
Code for efficient solution of oscillatory ordinary differential equations,C++,[]
Global Scalable Paleo Landscape Evolution Model,Python,"[""gflex"", ""h5py"", ""intersphinx_registry"", ""ipython"", ""jupyterlite_sphinx"", ""meshio"", ""mock"", ""mpi4py"", ""myst-parser"", ""myst_nb"", ""nbsphinx"", ""numpy"", ""numpy-indexed"", ""numpydoc"", ""pandas"", ""petsc4py"", ""pip-tools"", ""pydata-sphinx-theme"", ""pytest"", ""ruamel.yaml"", ""scipy"", ""sphinx_design"", ""sphinx_rtd_theme"", ""sphinxcontrib-napoleon"", ""sphinxcontrib.bibtex"", ""sphinxemoji"", ""vtk""]"
Repository for libbiogears and all core utilities,C++,"[""Git"", ""biogears"", ""biogears-common"", ""circuit_profiler"", ""cli"", ""howto"", ""packaging"", ""projects"", ""test_driver"", ""unit"", ""website"", ""zip""]"
Multiscale Solar Water Heating,Jupyter Notebook,[]
Simple Image Analysis Library,Java,[]
A framework for quantitative MRI from complex k-space or image data.,Python,[]
,,
A web-based interactive scenario builder and visualization application for the Hector climate model,HTML,[]
SCALAR - Streaming ChALlenge plAtfoRm,JavaScript,[]
R package for the zalpha suite of selection statistics,HTML,[]
Tools for working with circuits as graphs in python,Verilog,[]
Methods for detecting safety signals in clinical trials using groupings of adverse events by body-system or system organ class.,R,"[""coda""]"
Classes and Tools For Some Empirical and Non-parametrical Copula Models.,R,"[""Rcpp"", ""Rdpack"", ""covr"", ""furrr"", ""knitr"", ""methods"", ""nloptr"", ""osqp"", ""purrr"", ""rmarkdown"", ""spelling"", ""testthat""]"
akmedoids for longitudinal clustering,HTML,[]
,,
,,
BioSTEAM's Premier Thermodynamic Engine,Python,"[""IPython"", ""colorpalette"", ""coveralls"", ""flexsolve"", ""free_properties"", ""ipykernel"", ""matplotlib"", ""nbval"", ""numba"", ""numpy"", ""openpyxl"", ""pandas"", ""pint"", ""pyglet"", ""pytest-cov"", ""python-ternary"", ""pyyaml"", ""scipy"", ""simpy"", ""sphinx-reredirects"", ""xlrd""]"
Multiphysics Object Oriented Simulation Environment,C++,[]
Experimental Measurement of BEam Responses with Satellites,Python,"[""Logbook"", ""Represent"", ""astropy"", ""certifi"", ""chardet"", ""cycler"", ""h5py"", ""healpy"", ""idna"", ""jplephem"", ""kiwisolver"", ""matplotlib"", ""mwa-pb"", ""numpy"", ""pandas"", ""pyparsing"", ""python-dateutil"", ""pytz"", ""ratelimiter"", ""requests"", ""scipy"", ""seaborn"", ""sgp4"", ""six"", ""skyfield"", ""spacetrack"", ""wget""]"
ALVA is a MATLAB-package for advanced pavement modeling that is highly adaptive,MATLAB,[]
Instrumental Polarization Analysis of Astronomical Optics,Python,"[""matplotlib"", ""numpy""]"
AtomNeb - Python Package for Atomic Data of Ionized Nebulae,Python,[]
pyEQUIB - Python Package for Plasma Diagnostics and Abundance Analysis,Python,[]
Repository for mini-projects in the Data science for Sustainable development project ,Python,"[""argparse"", ""arrow"", ""azure-batch"", ""azure-storage-blob"", ""azure-storage-common"", ""dateparser"", ""datetime"", ""earthengine-api"", ""ewstools"", ""geetools"", ""geopandas"", ""imageio"", ""matplotlib"", ""mdutils"", ""numpy"", ""opencv-python"", ""pandas"", ""pandoc"", ""pillow"", ""pypandoc"", ""pytest"", ""python-igraph"", ""requests"", ""scipy"", ""seaborn"", ""sphinx_rtd_theme"", ""statsmodels""]"
Handling of data from the clinical data management system secuTrial,R,"[""dplyr"", ""haven"", ""igraph"", ""knitr"", ""lintr"", ""lubridate"", ""magrittr"", ""purrr"", ""readr"", ""readxl"", ""rlang"", ""rmarkdown"", ""stringr"", ""tcltk"", ""testthat"", ""tibble"", ""tidyr"", ""tufte""]"
,,
"DearScholar: An open-source smartphone app for longitudinal scientific qualitative and quantitative (self-report) diary, log and survey research",JavaScript,[]
Analysis of initial value ODE solvers,Python,"[""matplotlib"", ""numpy"", ""sphinxcontrib-bibtex"", ""sympy""]"
,,
A transit modelling Python package for asymmetric light curves,C,[]
"Python-based object-oriented discrete-event simulation tool for complex, data-driven modeling",Python,"[""capturer"", ""configobj"", ""ipykernel"", ""logging2"", ""matplotlib"", ""nbconvert"", ""nbformat"", ""numpy"", ""progressbar2"", ""pympler"", ""setuptools"", ""sphinx"", ""sphinx_fontawesome"", ""sphinx_rtd_theme"", ""sphinxcontrib_addmetahtml"", ""sphinxcontrib_bibtex"", ""sphinxcontrib_googleanalytics"", ""sphinxcontrib_spelling"", ""sphinxprettysearchresults"", ""wc_utils[git]""]"
,,
"LEGACY repository for SODAR Core, preserved for saving review-related issues. See ""sodar-core"" for the up-to-date repository.",Python,"[""Werkzeug"", ""django-debug-toolbar"", ""django-extensions"", ""ipdb""]"
Your Unified Reader,Python,
,,
R6 object-oriented interface for mathematical sets.,R,
🍵 Create and administrate validation tests for automated content analysis tools.,R,
"Straightforward fuzzy matching, information retrieval and NLP building blocks for JavaScript.",JavaScript,
A Java library for calling R.,Java,
A python framework for solving the VRP and its variants with column generation.,Python,
A Julia machine learning framework,Julia,
Image-Process based Atmospheric River Tracking (IPART) algorithms,Python,
A python package for creating mock maps of astrophysical signals from a halo catalog,Jupyter Notebook,
Medical image registration using deep learning,Python,
A tool for reorienting and cropping MRI data,JavaScript,
A MATLAB toolbox for interacting with bulk freely-available oceanographic data.,MATLAB,
A package for the design of numerical ODE solvers,MATLAB,
StatAid is a Shiny app built in an R package to guide researchers and clinicians through data analysis,R,
The perfect sidekick to your scientific inquiries,Julia,[]
OCTproZ is an open source software for optical coherence tomography processing and visualization.,C++,[]
simstudy: Illuminating research methods through data generation,R,"[""Matrix"", ""Rcpp"", ""backports"", ""broom.helpers"", ""covr"", ""data.table"", ""dirmult"", ""dplyr"", ""fastglm"", ""formatR"", ""gee"", ""ggplot2"", ""glue"", ""grid"", ""gridExtra"", ""gtsummary"", ""hedgehog"", ""katex"", ""knitr"", ""lmerTest"", ""magrittr"", ""methods"", ""mgcv"", ""mvnfast"", ""ordinal"", ""pbv"", ""pracma"", ""rmarkdown"", ""rms"", ""scales"", ""splines"", ""survival"", ""survminer"", ""testthat""]"
Provides tools for modeling photovoltaic water pumping system,Python,[]
A graphical user interface for feature extraction from heart- and breathing biosignals.,Python,"[""PySide6"", ""aiohttp"", ""biopeaks"", ""documentation"", ""exclude"", ""h5py"", ""keywords"", ""license"", ""matplotlib"", ""numpy"", ""pandas"", ""pytest"", ""pytest-cov"", ""pytest-qt"", ""pytest-xvfb"", ""python"", ""readme"", ""repository"", ""scipy"", ""wfdb""]"
ELECTRIC: Electric fields Leveraged from multipole Expansion Calculations in Tinker Rapid Interface Code.,Arc,[]
"⚗️ matador is an aggregator, manipulator and runner of first-principles calculations, written with a bent towards battery 🔋 electrode materials.",Python,"[""matplotlib"", ""numba"", ""numpy"", ""psutil"", ""pymongo"", ""python-ternary"", ""pyyaml"", ""scipy"", ""seekpath"", ""spglib"", ""tqdm""]"
TTLocVis: Twitter Topic Location Visualization,Python,[]
Photonic crystals in Julia 🦚,Julia,[]
Model Comparison using babette,R,"[""Rmpfr"", ""ape"", ""babette"", ""beastier"", ""beautier"", ""curl"", ""devtools"", ""ggplot2"", ""hunspell"", ""knitr"", ""lintr"", ""markdown"", ""mauricer"", ""nLTT"", ""phangorn"", ""rappdirs"", ""rmarkdown"", ""spelling"", ""stringr"", ""testit"", ""testthat"", ""tracerer"", ""txtplot""]"
Scattered Light Imaging ToolboX (SLIX) – an open-source Python package that allows a fully automated evaluation of SLI measurements and the generation of different parameter maps,Python,"[""flake8"", ""h5py"", ""imagecodecs"", ""matplotlib"", ""nibabel"", ""numba"", ""numpy"", ""pillow"", ""pytest"", ""pytest-cov"", ""scipy"", ""tifffile"", ""tqdm""]"
A general game-theoretical framework to carry out scientific simulations of populations' evolution according to the Moran model 🧮,Python,"[""matplotlib"", ""moranpycess"", ""numpy"", ""pandas"", ""recommonmark"", ""scipy"", ""seaborn"", ""sphinx-rtd-theme""]"
Collaborative Informatics and Neuroimaging Suite Toolkit for Anonymous Computation,JavaScript,[]
"A tool to parse photodiode events from a possibly corrupted channel, compatible with BIDS formatting",HTML,[]
For shallow-water Lagrangian particle routing.,Python,"[""coveralls"", ""future"", ""ipykernel"", ""ipython"", ""m2r2"", ""matplotlib"", ""numpy"", ""pytest"", ""pytest-cov"", ""scipy"", ""sphinx"", ""tqdm""]"
"pyOptSparse is an object-oriented framework for formulating and solving nonlinear constrained optimization problems in an efficient, reusable, and portable manner.",Python,"[""sphinx-codeautolink"", ""sphinx_mdolab_theme""]"
"Castro (Compressible Astrophysics): An adaptive mesh, astrophysical compressible (radiation-, magneto-)  hydrodynamics simulation code for massively parallel CPU and GPU architectures.",C++,[]
Potential Field Source Surface model package for Python,Python,[]
Official repository for 21cmFAST: a code for generating fast simulations of the cosmological 21cm signal,C,"[""ogo.png""]"
Replicated Focusing Belief Propagation algorithm,C++,"[""${TEST_DIR}"", ""Doxygen"", ""OpenMP"", ""Scorer"", ""source"", ""stdc++fs""]"
Framework for Neural Style Transfer (NST) built upon PyTorch,Python,"[""pre-commit"", ""tox""]"
Flexible and efficient persistent homology computation.,Julia,[]
A tool for quantitative analysis of differential capacity data! ,Python,"[""Click"", ""Flask"", ""Flask-Compress"", ""Jinja2"", ""MarkupSafe"", ""PeakUtils"", ""Werkzeug"", ""asteval"", ""atomicwrites"", ""attrs"", ""certifi"", ""chardet"", ""colorama"", ""coverage"", ""cycler"", ""dash"", ""dash-core-components"", ""dash-html-components"", ""dash-renderer"", ""dash-table"", ""dash-table-experiments"", ""future"", ""idna"", ""itsdangerous"", ""kiwisolver"", ""lmfit"", ""matplotlib"", ""more-itertools"", ""numpy"", ""packaging"", ""pandas"", ""plotly"", ""pluggy"", ""py"", ""pyparsing"", ""pytest"", ""pytest-cov"", ""python-dateutil"", ""pytz"", ""requests"", ""retrying"", ""scipy"", ""six"", ""ua-parser"", ""uncertainties"", ""urllib3"", ""wcwidth"", ""wincertstore""]"
,Vue,[]
,,
Text analysis with networks.,Python,"["","", ""igraph"", ""jieba"", ""leidenalg"", ""mpl-font"", ""pandas"", ""pyarrow"", ""scipy"", ""spacy"", ""spacy-lookups-data"", ""toolz"", ""tqdm"", ""wasabi""]"
Minerva Story is an image viewer that is designed specifically to make it easy for non-expert users to interact with complex tissue images.,HTML,[]
Psifr: Analysis and visualization of free recall data,Python,"[""asv"", ""codecov"", ""ipython"", ""matplotlib"", ""numpy"", ""pandas"", ""pickleshare"", ""pydata-sphinx-theme"", ""pytest"", ""pytest-cov"", ""scipy"", ""seaborn"", ""snakeviz"", ""sphinx"", ""sphinxcontrib-bibtex""]"
A Python library for alpha matting,Python,"[""numba"", ""numpy"", ""pillow"", ""scipy""]"
CPgeneProfiler R package repository,R,"[""UpSetR"", ""ape"", ""grid"", ""gridExtra"", ""jpeg"", ""pdftools"", ""png"", ""reshape2"", ""scales"", ""tidyverse"", ""tiff"", ""usethis""]"
compute 2D irreducible Minkowski tensors,C++,"[""CCfits"", ""cfitsio"", ""dflags""]"
A Python reference implementation of the CF data model,Python,"[""cftime"", ""cfunits"", ""dask"", ""distributed"", ""h5netcdf"", ""h5py"", ""netCDF4"", ""numpy"", ""packaging"", ""s3fs"", ""scipy"", ""uritools"", ""zarr""]"
"Dynamic simulation and testing for single-equation ARDL models, available for both R and Stata",R,"[""MASS"", ""knitr"", ""lmtest"", ""rmarkdown"", ""testthat"", ""urca""]"
,Cuda,[]
,R,"[""dplyr"", ""ggplot2"", ""knitr"", ""magrittr"", ""nplr"", ""reshape2"", ""rlang"", ""rmarkdown"", ""stats"", ""testthat""]"
Controlled and automated image and video recording with the raspberry pi,Python,
PF: a header only template library for fast particle filtering!,HTML,[]
Access and search medRxiv and bioRxiv preprint data,R,"[""bib2df"", ""covr"", ""curl"", ""data.table"", ""dplyr"", ""httr"", ""jsonlite"", ""kableExtra"", ""knitr"", ""lubridate"", ""methods"", ""progress"", ""purrr"", ""rlang"", ""rmarkdown"", ""spelling"", ""stringr"", ""testthat"", ""tibble""]"
":package: R/txshift: Efficient Estimation of the Causal Effects of Stochastic Interventions, with Corrections for Outcome-Dependent Sampling",R,"[""Rdpack"", ""Rsolnp"", ""assertthat"", ""covr"", ""data.table"", ""future"", ""future.apply"", ""ggplot2"", ""hal9001"", ""haldensify"", ""knitr"", ""latex2exp"", ""lspline"", ""mvtnorm"", ""nnls"", ""origami"", ""ranger"", ""rmarkdown"", ""scales"", ""stats"", ""stringr"", ""testthat""]"
OpenModelica Microgrid Gym (OMG): An OpenAI Gym Environment for Microgrids,Modelica,[]
A Python interface to access neuroanatomical atlases,Python,"[""allensdk"", ""black"", ""brainglobe-space"", ""click"", ""meshio"", ""numpy"", ""pandas"", ""py7zr"", ""pyarrow"", ""requests"", ""rich"", ""tifffile"", ""treelib"", ""voxcell"", ""vtk""]"
SED-fitting python package for fitting evolved stars,Python,"[""astropy"", ""h5py"", ""ipdb"", ""matplotlib"", ""pytest-cov"", ""recommonmark"", ""scipy"", ""sphinx"", ""sphinx_automodapi"", ""sphinx_rtd_theme"", ""tqdm"", ""twine"", ""wheel""]"
python package implementing a multivariate Horner scheme for efficiently evaluating multivariate polynomials ,Python,"[""Sphinx"", ""alabaster"", ""annotated-types"", ""attrs"", ""babel"", ""backports-tarfile"", ""cachetools"", ""certifi"", ""cffi"", ""cfgv"", ""chardet"", ""charset-normalizer"", ""classifiers"", ""click"", ""colorama"", ""coverage"", ""cryptography"", ""distlib"", ""documentation"", ""docutils"", ""exceptiongroup"", ""filelock"", ""homepage"", ""hypothesis"", ""identify"", ""idna"", ""imagesize"", ""importlib-metadata"", ""importlib-resources"", ""include"", ""iniconfig"", ""jaraco-classes"", ""jaraco-context"", ""jaraco-functools"", ""jeepney"", ""jinja2"", ""keyring"", ""keywords"", ""latexcodec"", ""license"", ""llvmlite"", ""markdown-it-py"", ""markupsafe"", ""mdurl"", ""more-itertools"", ""nh3"", ""nodeenv"", ""numba"", ""numpy"", ""optional"", ""packaging"", ""pkginfo"", ""platformdirs"", ""pluggy"", ""pre-commit"", ""pybtex"", ""pybtex-docutils"", ""pycparser"", ""pydantic"", ""pydantic-core"", ""pygments"", ""pyproject-api"", ""pytest"", ""pytest-cov"", ""python"", ""pytz"", ""pywin32-ctypes"", ""pyyaml"", ""readme"", ""readme-renderer"", ""repository"", ""requests"", ""requests-toolbelt"", ""rfc3986"", ""rich"", ""rstcheck"", ""rstcheck-core"", ""ruff"", ""secretstorage"", ""setuptools"", ""shellingham"", ""six"", ""snowballstemmer"", ""sortedcontainers"", ""sphinx"", ""sphinx-rtd-theme"", ""sphinxcontrib-applehelp"", ""sphinxcontrib-bibtex"", ""sphinxcontrib-devhelp"", ""sphinxcontrib-htmlhelp"", ""sphinxcontrib-jquery"", ""sphinxcontrib-jsmath"", ""sphinxcontrib-qthelp"", ""sphinxcontrib-serializinghtml"", ""tomli"", ""tox"", ""twine"", ""typer"", ""typing-extensions"", ""urllib3"", ""virtualenv"", ""zipp""]"
A Python Package For System Identification Using NARMAX Models,Python,"[""black"", ""flake8"", ""isort"", ""matplotlib"", ""numpy"", ""pre-commit"", ""pytest"", ""pytest-cov"", ""ruff"", ""scipy""]"
A tool for fast and accurate summarizing of variant calling format (VCF) files,Python,"[""biopython"", ""click"", ""cython"", ""hgvs"", ""ncls"", ""numpy"", ""pandas"", ""pathos"", ""pyfaidx"", ""setuptools"", ""tqdm"", ""vcfpy""]"
Constrained Derivative Function Optimisation,Jupyter Notebook,[]
"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX",Python,"[""black"", ""codecov"", ""coverage"", ""coveralls"", ""flake8"", ""jax[cpu]"", ""matplotlib"", ""mypy"", ""numba"", ""pillow"", ""pre-commit"", ""pytest"", ""pytest-cov"", ""responses"", ""sphinx"", ""sphinx-autobuild"", ""sphinx-typlog-theme"", ""sphinx_rtd_theme"", ""tensorboardX"", ""tensorflow"", ""torch"", ""torchvision""]"
